,orig_name,name,url,volume,options,Напиток,Вкус,С содержанием сока,Степень газирования,Упаковка,Стандарты производства,Состав,Энергетическая ценность в 100 г,Углеводы в 100 г,Срок годности,brend,category,Цвет,Тип,Объем,Материал корпуса,Материал колбы,Сохраняет холод,Высота,Диаметр/ширина корпуса,Вес,Особенности,В комплекте,Основа,Разбавитель,Степень глянца,Количество компонентов,Нанесение,Область применения,Материал обработки,Для внутренних работ,Для наружных работ,УФ защита,Время высыхания,Яхтный лак,Влагостойкий,Сохраняет тепло,Объем упаковки,Класс вязкости SAE,Класс ACEA,Класс ACEA (подробно),Двигатель,Тип двигателя,Назначение,Допуски,Тип баллона,Газ,Вид,Объем баллона,Масса газа,Соединение,Рабочее давление,Масса,Диаметр,Дополнительная информация,Срок службы,Подключение к водопроводу,Использование,Фильтрующий модуль в комплекте,Накопительная емкость,Мощность,Прозрачный корпус,Без сахара,Тип воды,Материал упаковки,Вид воды,Артезианская,Газированная,Страна производства,Сырье пива,Способ обработки пива,Крепость,Количество в упаковке,Блок,Дегустационные характеристики,Энергетическая ценность в 100 мл,Углеводы в 100 мл,Столовая,Уровень минерализации,Материал,Количество фигурок в наборе,Персонаж,Тип питания,Для детского питания,Спортивный колпачок,С добавлением сока,Рекомендуемый возраст,Гипоаллергенный,path,Родниковая,С винтовой крышкой,Белки в 100 г,Жиры в 100 г,Средство,Спрей,Тип кожи,Эффект,Масла и экстракты,Не содержит,Способ применения,Форма выпуска,Содержание сахара,Сорт винограда,Рекомендации по употреблению,Вид напитка,Жирность,Органический продукт,С мякотью,Витамины и минералы,Газированный,Стимулирующее вещество,Способ обработки,Пол,Верхние ноты,Средние ноты,Базовые ноты
845,"Минеральная вода Нарзан в стекле 0,5л","Минеральная лечебно-столовая вода Нарзан натуральной газации, стекло",https://market.yandex.ru/product--mineralnaia-lechebno-stolovaia-voda-narzan-naturalnoi-gazatsii-steklo/170329184,"0,5","Минеральная лечебно-столовая вода Нарзан натуральной газации, стекло;Минеральная лечебно-столовая вода Нарзан газированная, стекло;Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ;Минеральная лечебно-столовая вода Нарзан натуральной газации, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"анионы, г/дм3: гидрокарбонаты НСО3- 1000–1700 мг/л, сульфаты SO42- 250-500 мг/л, хлориды Cl- 50-150 мг/л, катионы, г/дм3: кальций Ca2+ 200–400 мг/л, магний Mg2+ 50–120 мг/л, натрий+калий Na+K+ 50-250 мг/л",,,24 мес.,Нарзан АО,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,стекло,гидрокарбонатно-сульфатная магниево-кальцевая,,да,,,,,,,,,,да,маломинерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,"Минеральная вода нарзан натуральной газации пэт 1,8л","Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-lechebno-stolovaia-voda-narzan-gazirovannaia-pet/170328363,"1,8","Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"общая минерализация: 2,0-3,5 г/л;
гидрокарбонаты НСО3: 1000 – 1700 мг/л, сульфаты SO4: 250 – 500 мг/л, хлориды Cl: 50 - 200 мг/л, кальций Ca: 200 – 500 мг/л, магний Mg: 50 – 150 мг/л, натрий+калий Na++K+: 50 – 250 мг/л",,,24 мес.,Нарзан АО,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Кисловодское месторождение (скважины 7-РЭ, 107Д, 5/0, 5/0-бис, 2Б-бис)",,,,,,,,,минеральная,пластик,гидрокарбонатно-сульфатная магниево-кальцевая,,да,,,,,,,,,,да,маломинерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,"Минеральная вода НАРЗАН природной газации 1,8 л","Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-lechebno-stolovaia-voda-narzan-gazirovannaia-pet/170328363,"1,8","Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"общая минерализация: 2,0-3,5 г/л;
гидрокарбонаты НСО3: 1000 – 1700 мг/л, сульфаты SO4: 250 – 500 мг/л, хлориды Cl: 50 - 200 мг/л, кальций Ca: 200 – 500 мг/л, магний Mg: 50 – 150 мг/л, натрий+калий Na++K+: 50 – 250 мг/л",,,24 мес.,Нарзан АО,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Кисловодское месторождение (скважины 7-РЭ, 107Д, 5/0, 5/0-бис, 2Б-бис)",,,,,,,,,минеральная,пластик,гидрокарбонатно-сульфатная магниево-кальцевая,,да,,,,,,,,,,да,маломинерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,МИНЕРАЛЬНАЯ ВОДА ПЕРЬЕ ГАЗ ПЭТ.1Л* Товар представлен не во всех магазинах.,"Минеральная вода Perrier газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-voda-perrier-gazirovannaia-pet/157267242,1,"Минеральная вода Perrier газированная, ПЭТ;Минеральная вода San Pellegrino газированная, ПЭТ;Минеральная вода Vittel негазированная, ПЭТ;Минеральная вода NATIA без газа, ПЭТ;Минеральная вода Бжни газированная, ПЭТ;Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ",,,,,,,"мг/л: кальций 160, магний 4,2, натрий 9,5, гидрокарбонат 430, сульфат 33, хлорид 22, калий <1, нитраты 7,8",,,15 мес.,Perrier,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,пластик,гидрокарбонатно-кальциевая,,да,,,,,,,,,,да,слабоминерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Минеральная вода ШИШКИН ЛЕС 1 л. При покупке от 12 шт. Цена за 1 шт. – 16.90 руб.,"Минеральная вода Шишкин лес газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-voda-shishkin-les-gazirovannaia-pet/656595091,1,"Минеральная вода Шишкин лес газированная, ПЭТ",,,,,,,,,,,Шишкин Лес,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,,гидрокарбонатная магниево-кальциевая,,да,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,"Минеральная вода ШИШКИН ЛЕС, Россия, 1 л. При покупке от 12 шт. Цена за 1 шт. – 15.90 руб.","Питьевая вода Шишкин лес негазированная, ПЭТ",https://market.yandex.ru/product--pitevaia-voda-shishkin-les-negazirovannaia-pet/163584736,1,"Питьевая вода Шишкин лес негазированная, ПЭТ;Питьевая вода Шишкин лес газированная, ПЭТ;Минеральная вода Шишкин лес газированная, ПЭТ;Питьевая вода Шишкин лес Спорт негазированная, ПЭТ;Питьевая вода Шишкин Лес Детская негазированная, ПЭТ;Минеральная питьевая вода Пилигрим негазированная, ПЭТ",,,,,,ТУ 0131-001-18551114,"натрий 20-200 мг/л, кальций 20 мг/л, магний 5 мг/л, сульфаты 5-100 мг/л, гидрокарбонаты 30-450 мг/л, фтор 1,5 мг/л",,,"12 мес., при t от +2 до +20°С",Шишкин Лес,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"общая минерализация не более 0,7 г/л",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,"Минеральная вода ШИШКИН ЛЕС, Россия, 1 л. При покупке от 12 шт. Цена за 1 шт. – 16.90 руб.","Питьевая вода Шишкин лес негазированная, ПЭТ",https://market.yandex.ru/product--pitevaia-voda-shishkin-les-negazirovannaia-pet/163584736,1,"Питьевая вода Шишкин лес негазированная, ПЭТ;Питьевая вода Шишкин лес газированная, ПЭТ;Питьевая вода Шишкин лес Спорт негазированная, ПЭТ;Минеральная вода Шишкин лес газированная, ПЭТ;Вода минеральная Эльбрус негазированная, ПЭТ;Минеральная питьевая вода Пилигрим негазированная, ПЭТ",,,,,,ТУ 0131-001-18551114,"натрий 20-200 мг/л, кальций 20 мг/л, магний 5 мг/л, сульфаты 5-100 мг/л, гидрокарбонаты 30-450 мг/л, фтор 1,5 мг/л",,,"12 мес., при t от +2 до +20°С",Шишкин Лес,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"общая минерализация не более 0,7 г/л",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,"МИНЕРАЛЬНАЯ ВОДА ЭВИАН Н/ГАЗ 1.5 Л ПЭТ, ФРАНЦИЯ","Вода минеральная Evian негазированная, ПЭТ",https://market.yandex.ru/product--voda-mineralnaia-evian-negazirovannaia-pet/158326970,1,"Вода минеральная Evian негазированная, ПЭТ;Минеральная вода Vittel негазированная, ПЭТ;Вода минеральная Evian негазированная, спорт ПЭТ;Минеральная вода Volvic негазированная, ПЭТ;Вода минеральная Prolom лечебно-столовая негазированная, ПЭТ;Вода родниковая Aparan негазированная, ПЭТ",,,,,,,"мг/л: кальций 70-90, магний 20-40, натрий + калий 10, SO4 15, CL 10, HCO3 340-370, NO3 3,9, SiO2 9-17, pH 7-8",,,24 мес.,Evian,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,разлита на источнике Кашат,,,,,,,,,минеральная,пластик,гидрокарбонатная магниево-кальциевая,,,,,,,,,,,,да,слабоминерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,"Минеральная вода Эдельвейс газированная 1,5л","Минеральная вода Эдельвейс газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-voda-edelveis-gazirovannaia-pet/170347189,"1,5","Минеральная вода Эдельвейс газированная, ПЭТ",,,,,,ТУ 9185-011-34671609-12,"общая минерализация 3,0-4,5 г/л;
мг/л: сульфаты 1000-1700 мг/л, хлориды 900-1000 мг/л, гидрокарбонаты 200-400 мг/л, натрий + калий 1000-1300 мг/л, кальций 80-150 мг/л, магний < 100 мг/л",,,,Эдельвейс,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,пластик,хлоридно-сульфатная натриевая,,да,,,,,,,,,,да,маломинерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,"Минеральная газированная вода Ессентуки №17, 1 л","Вода минеральная Тэсти Ессентуки №17 газированная, ПЭТ",https://market.yandex.ru/product--voda-mineralnaia-testi-essentuki-17-gazirovannaia-pet/170329237,"17,","Вода минеральная Тэсти Ессентуки №17 газированная, ПЭТ;Вода минеральная Сенежская газированная, ПЭТ;Вода минеральная Stelmas газированная, ПЭТ;Вода минеральная Аллея Источников №17 газированная, ПЭТ;Минеральная вода Selters Classic газированная, ПЭТ;Вода минеральная Bilinska kyselka газированная пластик",,,,,,ГОСТ Р 54316-2011,"мг/л: Mg<150, Ca 50-200, Na+K 2700-4000, SO4<25, Cl 1700-2800, HCO3 4900-6500;
ортоборная кислота (H3BO3): 40-90 мг/л; диоксид углерода",,,,Тэсти,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"скважины: 17-бис; 24-бис-1 центрального участка, Ессентуки, Ставропольский край",,,,,,,,,минеральная,пластик,гидрокарбонатная хлоридно-натриевая,,да,,,,,,,,,,,высокоминерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,"Минеральная газированная вода Ессентуки №4, 1 л","Минеральная вода Вимм-Билль-Данн Ессентуки №4 газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-voda-vimm-bill-dann-essentuki-4-gazirovannaia-pet/162662267,"4,","Минеральная вода Вимм-Билль-Данн Ессентуки №4 газированная, ПЭТ;Вода минеральная Тэсти Ессентуки №17 газированная, ПЭТ;Вода минеральная Сенежская газированная, ПЭТ;Минеральная вода Черелия газированная, стекло;Вода минеральная Stelmas газированная, ПЭТ;Минеральная вода Архыз газированная, ПЭТ",,,,,,ГОСТ Р 54316-2011,"мг/л: гидрокарбонаты 3400-4800, хлориды 1500-1900, кальций <150, магний <10, натрий 2000, калий 2000",,,12 мес.,Вимм-Билль-Данн,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,хранить в темном сухом месте при температуре от 5°С до 25°С,,,,,,,,,минеральная,пластик,гидрокарбонатная хлоридно-натриевая,,да,,,,,,,,,,да,среднеминерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,"Минеральная газированная вода Шишкин лес, 1 л","Минеральная вода Шишкин лес газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-voda-shishkin-les-gazirovannaia-pet/656595091,1,"Минеральная вода Шишкин лес газированная, ПЭТ",,,,,,,,,,,Шишкин Лес,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,,гидрокарбонатная магниево-кальциевая,,да,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,"Минеральная лечебно-столовая вода КАРМАДОН ГАЗ. 0,5Л","Минеральная лечебно-столовая вода Нарзан натуральной газации, стекло",https://market.yandex.ru/product--mineralnaia-lechebno-stolovaia-voda-narzan-naturalnoi-gazatsii-steklo/170329184,"0,5","Минеральная лечебно-столовая вода Нарзан натуральной газации, стекло;Вода минеральная Rudolfuv Pramen природная лечебно-столовая газированная ПЭТ;Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ;Минеральная лечебно-столовая вода Нарзан натуральной газации, ПЭТ;Минеральная вода Эдельвейс газированная, ПЭТ;Вода минеральная Donat Mg газированная, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"анионы, г/дм3: гидрокарбонаты НСО3- 1000–1700 мг/л, сульфаты SO42- 250-500 мг/л, хлориды Cl- 50-150 мг/л, катионы, г/дм3: кальций Ca2+ 200–400 мг/л, магний Mg2+ 50–120 мг/л, натрий+калий Na+K+ 50-250 мг/л",,,24 мес.,Нарзан АО,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,стекло,гидрокарбонатно-сульфатная магниево-кальцевая,,да,,,,,,,,,,да,маломинерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
